"Booking_ID","number.of.adults","number.of.children","number.of.weekend.nights","number.of.week.nights","type.of.meal","car.parking.space","room.type","lead.time","market.segment.type","repeated","P.C","P.not.C","average.price","special.requests","date.of.reservation","booking.status"
"BID09772","2","0","0","3","Meal Plan 1","0","Room_Type 1","37","Offline","0","0","0","105","0","10/13/2018","Not_Canceled"
"BID04434","2","0","1","1","Meal Plan 1","0","Room_Type 1","80","Online","0","0","0","126.9","1","43136","Not_Canceled"
"BID21523","2","0","1","3","Meal Plan 1","0","Room_Type 4","60","Online","0","0","0","82.45","1","3/14/2018","Not_Canceled"
"BID14637","2","0","1","1","Not Selected","0","Room_Type 1","24","Online","0","0","0","107.1","0","9/26/2018","Canceled"
"BID18115","1","0","0","1","Not Selected","0","Room_Type 1","181","Online","0","0","0","78.48","0","43414","Canceled"
"BID15713","2","0","2","4","Meal Plan 1","0","Room_Type 4","4","Offline","0","0","0","80.2","0","2/28/2018","Not_Canceled"
"BID29274","3","0","0","1","Meal Plan 1","1","Room_Type 4","5","Online","0","0","0","206","3","5/28/2018","Not_Canceled"
"BID30696","2","0","0","3","Meal Plan 1","0","Room_Type 1","43","Online","0","0","0","123.9","0","7/19/2018","Canceled"
"BID09925","2","0","0","3","Not Selected","0","Room_Type 1","35","Online","0","0","0","70.03","1","2/25/2018","Not_Canceled"
"BID32186","2","0","2","2","Not Selected","0","Room_Type 1","153","Offline","0","0","0","72.25","1","10/16/2018","Not_Canceled"
"BID13219","2","0","2","1","Meal Plan 1","0","Room_Type 1","75","Offline","0","0","0","80.75","0","6/26/2018","Not_Canceled"
"BID00694","2","0","1","2","Meal Plan 1","0","Room_Type 4","189","Online","0","0","0","109.8","0","10/28/2018","Canceled"
"BID27992","2","0","2","3","Meal Plan 1","0","Room_Type 1","215","Online","0","0","0","106.25","0","43353","Canceled"
"BID18821","2","0","0","4","Meal Plan 1","0","Room_Type 1","29","Online","0","0","0","150.06","1","43354","Not_Canceled"
"BID35705","2","0","1","0","Meal Plan 1","0","Room_Type 1","12","Online","0","0","0","131","0","4/25/2018","Canceled"
"BID26199","2","0","1","0","Not Selected","0","Room_Type 1","21","Online","0","0","0","100","2","43262","Not_Canceled"
"BID12111","2","0","1","3","Meal Plan 1","0","Room_Type 1","82","Online","0","0","0","72.25","1","42777","Canceled"
"BID07158","2","1","1","3","Meal Plan 1","0","Room_Type 4","166","Online","0","0","0","110.37","2","6/23/2018","Canceled"
"BID30007","2","0","0","2","Meal Plan 1","0","Room_Type 4","1","Offline","0","0","0","107","0","4/19/2018","Not_Canceled"
"BID21865","2","0","0","3","Meal Plan 2","0","Room_Type 1","34","Offline","0","0","0","224.67","0","9/23/2017","Canceled"
"BID00953","2","0","2","2","Meal Plan 1","0","Room_Type 1","36","Online","0","0","0","126.9","2","5/21/2018","Not_Canceled"
"BID20246","1","0","0","2","Meal Plan 1","0","Room_Type 4","7","Offline","0","0","0","56","0","43134","Not_Canceled"
"BID10208","2","0","0","2","Meal Plan 1","0","Room_Type 1","94","Online","0","0","0","72.25","1","42806","Not_Canceled"
"BID16756","3","0","0","3","Meal Plan 1","0","Room_Type 4","198","Online","0","0","0","159.3","3","9/22/2018","Not_Canceled"
"BID20738","2","0","1","0","Meal Plan 1","0","Room_Type 1","4","Corporate","0","0","0","64","0","1/25/2018","Not_Canceled"
"BID14290","2","0","1","1","Not Selected","0","Room_Type 1","238","Online","0","0","0","78.3","0","12/31/2018","Canceled"
"BID06158","2","0","1","1","Not Selected","0","Room_Type 1","24","Online","0","0","0","107.1","0","9/26/2018","Canceled"
"BID03006","2","0","1","1","Meal Plan 2","0","Room_Type 4","59","Online","0","0","0","153.09","1","43196","Canceled"
"BID15806","2","0","0","2","Meal Plan 1","0","Room_Type 4","14","Online","0","0","0","142","1","4/15/2018","Not_Canceled"
"BID28816","2","0","1","2","Meal Plan 1","0","Room_Type 1","1","Online","0","0","0","151.33","0","42988","Not_Canceled"
"BID24663","1","0","2","4","Meal Plan 2","0","Room_Type 1","327","Offline","0","0","0","76","0","42987","Not_Canceled"
"BID27900","2","0","0","4","Meal Plan 1","0","Room_Type 4","11","Online","0","0","0","119","0","43142","Not_Canceled"
"BID30579","2","1","2","3","Meal Plan 1","0","Room_Type 1","15","Online","0","0","0","116.2","2","43437","Not_Canceled"
"BID18483","2","0","0","3","Not Selected","0","Room_Type 1","36","Online","0","0","0","109","2","10/25/2018","Not_Canceled"
"BID23784","2","0","1","1","Meal Plan 1","0","Room_Type 4","16","Online","0","0","0","166","1","7/30/2018","Not_Canceled"
"BID24845","2","0","0","1","Meal Plan 1","0","Room_Type 1","221","Offline","0","0","0","80","0","43442","Canceled"
"BID35024","1","0","0","3","Meal Plan 1","0","Room_Type 4","28","Online","0","0","0","108.42","0","6/14/2018","Not_Canceled"
"BID30090","2","0","2","5","Meal Plan 1","0","Room_Type 7","31","Online","0","0","0","178.42","1","43382","Not_Canceled"
"BID35398","1","0","1","0","Meal Plan 1","0","Room_Type 1","4","Corporate","0","0","0","59","0","1/25/2018","Not_Canceled"
"BID26345","2","0","1","3","Meal Plan 1","0","Room_Type 1","68","Online","0","0","0","88.4","1","43324","Not_Canceled"
"BID01620","2","0","0","3","Meal Plan 1","0","Room_Type 4","133","Online","0","0","0","90.95","0","43318","Canceled"
"BID27813","2","0","1","4","Meal Plan 1","0","Room_Type 1","45","Online","0","0","0","104.72","2","12/26/2018","Not_Canceled"
"BID01632","1","0","0","2","Not Selected","0","Room_Type 1","119","Online","0","0","0","79.2","2","43201","Canceled"
"BID22573","2","0","0","1","Meal Plan 2","0","Room_Type 1","55","Offline","0","0","0","104","0","43255","Not_Canceled"
"BID09606","2","0","2","1","Meal Plan 1","0","Room_Type 1","92","Offline","0","0","0","80.75","1","6/26/2018","Not_Canceled"
"BID24764","1","1","2","3","Meal Plan 1","0","Room_Type 1","163","Online","0","0","0","74.65","2","10/23/2018","Not_Canceled"
"BID35835","2","0","2","3","Meal Plan 1","0","Room_Type 1","47","Offline","0","0","0","85.5","0","4/16/2018","Not_Canceled"
"BID06252","2","0","1","3","Meal Plan 1","0","Room_Type 1","46","Online","0","0","0","134.78","1","10/17/2018","Not_Canceled"
"BID22011","2","0","2","5","Not Selected","0","Room_Type 1","25","Online","0","0","0","81.86","1","43315","Canceled"
"BID03563","2","0","0","1","Not Selected","0","Room_Type 1","8","Online","0","0","0","119","0","5/25/2018","Not_Canceled"
"BID18114","2","2","1","2","Meal Plan 1","0","Room_Type 6","29","Online","0","0","0","183.67","1","42837","Not_Canceled"
"BID16583","1","0","1","4","Meal Plan 1","0","Room_Type 1","191","Online","0","0","0","86.75","0","7/25/2018","Canceled"
"BID06794","1","0","0","2","Meal Plan 1","0","Room_Type 4","6","Online","0","0","0","136","1","10/20/2017","Not_Canceled"
"BID00249","2","0","1","2","Meal Plan 1","0","Room_Type 1","21","Online","0","0","0","151","0","8/15/2018","Canceled"
"BID31959","2","0","0","2","Meal Plan 1","1","Room_Type 4","18","Online","0","0","0","157","2","12/30/2018","Not_Canceled"
"BID00381","2","0","4","11","Meal Plan 1","0","Room_Type 4","237","Online","0","0","0","116.62","1","9/13/2018","Canceled"
"BID19205","2","0","2","1","Meal Plan 2","0","Room_Type 1","110","Offline","0","0","0","94.5","0","7/25/2017","Canceled"
"BID18181","2","0","2","1","Not Selected","0","Room_Type 1","55","Online","0","0","0","71.28","0","11/13/2018","Canceled"
"BID20255","1","0","2","3","Meal Plan 1","0","Room_Type 1","25","Online","0","0","0","104.2","1","43377","Not_Canceled"
"BID02133","1","0","0","1","Meal Plan 1","0","Room_Type 1","8","Corporate","1","1","17","65","1","7/28/2018","Not_Canceled"
"BID35493","2","0","2","5","Meal Plan 1","0","Room_Type 1","41","Offline","0","0","0","69.29","0","12/27/2018","Not_Canceled"
"BID09276","2","0","1","0","Meal Plan 1","0","Room_Type 1","18","Offline","0","0","0","80","0","43416","Not_Canceled"
"BID32668","3","0","2","0","Meal Plan 1","0","Room_Type 4","67","Online","0","0","0","132.3","2","6/26/2018","Not_Canceled"
"BID10531","2","0","2","2","Meal Plan 1","0","Room_Type 1","6","Online","0","0","0","91","3","11/13/2018","Not_Canceled"
"BID23082","2","0","1","2","Meal Plan 1","0","Room_Type 4","62","Online","0","0","0","106.2","0","43104","Not_Canceled"
"BID31334","1","0","2","3","Meal Plan 1","0","Room_Type 1","85","Online","0","0","0","73.95","0","3/17/2018","Not_Canceled"
"BID32743","2","0","1","3","Meal Plan 1","0","Room_Type 1","124","Online","0","0","0","72.25","2","12/28/2017","Not_Canceled"
"BID02485","2","0","2","4","Meal Plan 1","0","Room_Type 1","120","Online","0","0","0","68","0","11/16/2018","Canceled"
"BID07568","2","0","2","1","Meal Plan 1","0","Room_Type 6","109","Offline","0","0","0","85","1","3/20/2018","Not_Canceled"
"BID16238","2","0","1","2","Meal Plan 1","0","Room_Type 1","129","Online","0","0","0","114.3","1","8/15/2018","Not_Canceled"
"BID16578","2","0","1","2","Meal Plan 1","0","Room_Type 1","64","Online","0","0","0","81.08","1","7/18/2018","Not_Canceled"
"BID03165","2","0","1","2","Meal Plan 1","0","Room_Type 1","94","Online","0","0","0","96.3","0","43316","Canceled"
"BID23136","2","0","1","5","Not Selected","0","Room_Type 1","86","Online","0","0","0","95.2","1","4/26/2018","Not_Canceled"
"BID31344","2","0","2","1","Meal Plan 2","0","Room_Type 1","103","Offline","0","0","0","94.5","0","7/18/2017","Canceled"
"BID23711","1","0","1","3","Meal Plan 1","0","Room_Type 5","4","Corporate","0","0","0","181.79","0","9/19/2018","Not_Canceled"
"BID29537","1","0","1","1","Meal Plan 1","0","Room_Type 1","118","Offline","0","0","0","110","0","43257","Not_Canceled"
"BID05458","2","0","2","5","Meal Plan 1","0","Room_Type 1","32","Offline","0","0","0","85","0","10/17/2018","Not_Canceled"
"BID33083","2","0","1","1","Meal Plan 1","0","Room_Type 1","0","Online","0","0","0","109","0","3/14/2018","Not_Canceled"
"BID30987","2","0","2","1","Meal Plan 1","0","Room_Type 4","118","Online","0","0","0","104.4","1","10/29/2018","Not_Canceled"
"BID08119","2","0","2","2","Not Selected","1","Room_Type 1","214","Online","0","0","0","89.75","1","7/29/2018","Not_Canceled"
"BID25687","3","0","2","1","Meal Plan 1","0","Room_Type 1","209","Online","0","0","0","127.8","2","43289","Canceled"
"BID19582","2","0","0","1","Meal Plan 1","0","Room_Type 4","8","Complementary","0","0","0","0","0","10/22/2017","Not_Canceled"
"BID12218","1","0","1","1","Meal Plan 1","0","Room_Type 1","92","Online","0","0","0","113.4","3","43169","Not_Canceled"
"BID27515","2","0","0","3","Meal Plan 2","0","Room_Type 4","58","Online","0","0","0","153","1","43224","Not_Canceled"
"BID12175","1","0","0","1","Meal Plan 1","0","Room_Type 1","36","Online","0","0","0","102.6","2","10/17/2017","Not_Canceled"
"BID33907","2","0","0","3","Meal Plan 1","0","Room_Type 1","28","Offline","0","0","0","115","0","12/31/2017","Not_Canceled"
"BID15594","2","1","1","3","Meal Plan 1","0","Room_Type 6","72","Online","0","0","0","116.27","1","10/24/2018","Not_Canceled"
"BID12528","1","0","1","2","Meal Plan 1","0","Room_Type 4","6","Online","0","0","0","136","1","10/19/2017","Not_Canceled"
"BID03082","2","1","0","1","Meal Plan 1","0","Room_Type 1","100","Online","0","0","0","130.5","2","6/28/2018","Canceled"
"BID06668","2","0","2","3","Meal Plan 1","0","Room_Type 1","93","Online","0","0","0","85.5","1","8/15/2017","Canceled"
"BID11901","2","1","0","4","Meal Plan 1","0","Room_Type 1","158","Online","0","0","0","114.75","1","5/25/2018","Canceled"
"BID25596","2","0","2","0","Not Selected","0","Room_Type 1","3","Online","0","0","0","113","2","6/26/2018","Not_Canceled"
"BID24849","2","0","0","2","Not Selected","0","Room_Type 1","44","Online","0","0","0","93.6","0","5/31/2018","Canceled"
"BID27743","2","0","0","3","Meal Plan 1","0","Room_Type 1","259","Offline","0","0","0","90","0","43225","Canceled"
"BID30521","2","0","2","2","Meal Plan 1","0","Room_Type 1","49","Online","0","0","0","126.9","1","5/13/2018","Not_Canceled"
"BID23532","2","0","0","4","Meal Plan 1","0","Room_Type 4","55","Offline","0","0","0","60","1","11/18/2017","Not_Canceled"
"BID15387","2","0","2","2","Meal Plan 1","0","Room_Type 4","90","Online","0","0","0","133.2","0","43289","Not_Canceled"
"BID30945","2","0","0","2","Meal Plan 1","0","Room_Type 1","7","Online","0","0","0","124","1","43355","Not_Canceled"
"BID25154","3","0","1","0","Meal Plan 1","0","Room_Type 4","60","Online","0","0","0","137.7","2","7/25/2018","Not_Canceled"
"BID24614","2","0","0","5","Meal Plan 1","0","Room_Type 1","120","Online","0","0","0","76.5","1","7/14/2017","Canceled"
"BID23052","2","0","1","0","Meal Plan 1","0","Room_Type 4","0","Online","0","0","0","115","0","7/31/2018","Not_Canceled"
"BID15418","1","0","0","2","Meal Plan 1","0","Room_Type 1","192","Offline","0","0","0","95","0","6/24/2018","Not_Canceled"
"BID18572","3","0","0","3","Meal Plan 2","0","Room_Type 1","103","Offline","0","0","0","159.84","1","43260","Not_Canceled"
"BID34072","2","1","0","3","Meal Plan 1","0","Room_Type 1","34","Online","0","0","0","115.2","0","3/22/2018","Canceled"
"BID16516","2","0","1","2","Meal Plan 1","0","Room_Type 1","94","Online","0","0","0","118.8","0","43291","Canceled"
"BID09782","2","0","2","3","Not Selected","0","Room_Type 1","70","Online","0","0","0","74.8","3","12/22/2018","Not_Canceled"
"BID27918","2","0","0","1","Meal Plan 1","0","Room_Type 1","40","Offline","0","0","0","65","0","2/27/2018","Not_Canceled"
"BID07261","3","0","1","2","Meal Plan 1","0","Room_Type 4","169","Online","0","0","0","137.7","1","43442","Canceled"
"BID06558","1","0","1","4","Meal Plan 1","0","Room_Type 1","144","Online","0","0","0","80.75","0","6/29/2018","Canceled"
"BID13047","2","0","1","3","Meal Plan 1","0","Room_Type 1","14","Offline","0","0","0","43.5","0","42866","Not_Canceled"
"BID10623","1","0","1","2","Meal Plan 1","0","Room_Type 1","91","Offline","0","0","0","75","0","9/30/2018","Not_Canceled"
"BID30581","2","0","1","2","Not Selected","0","Room_Type 1","270","Online","0","0","0","95.4","1","9/30/2018","Canceled"
"BID33604","2","0","2","4","Meal Plan 1","0","Room_Type 1","30","Online","0","0","0","105.75","1","43078","Not_Canceled"
"BID13956","2","0","1","1","Meal Plan 1","0","Room_Type 4","267","Online","0","0","0","115.2","0","43110","Canceled"
"BID31230","2","0","0","1","Not Selected","0","Room_Type 1","19","Online","0","0","0","96","0","9/17/2017","Not_Canceled"
"BID06008","2","0","1","4","Meal Plan 1","0","Room_Type 1","275","Online","0","0","0","90","0","43230","Canceled"
"BID08186","3","0","1","1","Meal Plan 1","0","Room_Type 1","32","Online","0","0","0","142.2","2","4/16/2018","Not_Canceled"
"BID17705","1","0","2","4","Meal Plan 1","0","Room_Type 1","69","Offline","0","0","0","120","0","43440","Canceled"
"BID13330","1","0","0","1","Meal Plan 1","0","Room_Type 1","34","Corporate","0","0","0","65","0","9/15/2017","Canceled"
"BID09672","1","0","0","2","Meal Plan 1","0","Room_Type 1","103","Offline","0","0","0","115","0","4/19/2018","Canceled"
"BID29816","3","0","2","3","Meal Plan 1","0","Room_Type 4","12","Online","0","0","0","130","2","43283","Not_Canceled"
"BID24524","1","0","1","2","Not Selected","0","Room_Type 1","35","Online","0","0","0","94.5","1","4/22/2018","Not_Canceled"
"BID07081","1","0","1","2","Meal Plan 1","0","Room_Type 1","9","Online","0","0","0","85","1","43436","Canceled"
"BID24440","3","0","1","2","Meal Plan 1","0","Room_Type 1","91","Offline","0","0","0","110","0","9/30/2018","Not_Canceled"
"BID15641","2","0","2","1","Not Selected","0","Room_Type 1","0","Online","0","0","0","98.1","0","43110","Not_Canceled"
"BID30015","1","0","0","2","Meal Plan 1","0","Room_Type 1","1","Corporate","0","0","0","90","0","42987","Not_Canceled"
"BID17070","2","0","0","1","Meal Plan 2","0","Room_Type 1","101","Online","0","0","0","153","2","10/21/2018","Canceled"
"BID14238","2","0","1","0","Not Selected","0","Room_Type 1","1","Online","0","0","0","79","0","2/14/2018","Canceled"
"BID01763","1","0","1","0","Not Selected","0","Room_Type 1","2","Online","0","0","0","89","0","43348","Not_Canceled"
"BID00593","2","0","0","4","Meal Plan 1","0","Room_Type 1","4","Online","0","0","0","89","0","43252","Not_Canceled"
"BID15430","2","1","2","5","Meal Plan 1","0","Room_Type 1","106","Online","0","0","0","106.75","2","7/29/2017","Canceled"
"BID29057","2","0","0","1","Meal Plan 1","0","Room_Type 4","3","Online","0","0","0","131","0","43355","Not_Canceled"
"BID36145","1","0","2","3","Meal Plan 1","0","Room_Type 1","219","Offline","0","0","0","74","0","42834","Not_Canceled"
"BID32873","1","0","0","1","Meal Plan 1","1","Room_Type 1","3","Online","0","0","0","104","0","43162","Not_Canceled"
"BID09809","1","0","0","3","Not Selected","0","Room_Type 1","41","Online","0","0","0","79.2","1","12/21/2018","Not_Canceled"
"BID29184","2","0","0","1","Meal Plan 1","0","Room_Type 1","2","Corporate","1","3","3","45","1","43224","Not_Canceled"
"BID35684","2","0","1","1","Meal Plan 1","0","Room_Type 1","275","Offline","0","0","0","62.8","0","43196","Canceled"
"BID01082","2","0","0","1","Not Selected","0","Room_Type 1","31","Online","0","0","0","125.1","1","9/16/2018","Not_Canceled"
"BID07689","3","0","1","4","Meal Plan 1","0","Room_Type 7","26","Online","0","0","0","169.52","2","9/28/2018","Canceled"
"BID20871","2","0","1","2","Meal Plan 1","0","Room_Type 1","91","Offline","0","0","0","80","0","9/30/2018","Not_Canceled"
"BID34038","2","0","2","1","Meal Plan 1","0","Room_Type 4","61","Online","0","0","0","81.9","2","11/14/2017","Not_Canceled"
"BID02427","2","0","0","2","Meal Plan 2","0","Room_Type 1","39","Offline","0","0","0","109","0","8/14/2017","Not_Canceled"
"BID08122","2","0","0","1","Meal Plan 1","1","Room_Type 4","1","Online","0","0","0","145","0","10/15/2017","Not_Canceled"
"BID17825","2","0","0","5","Meal Plan 1","0","Room_Type 2","43","Online","0","0","0","66.43","0","2/23/2018","Canceled"
"BID28108","2","0","0","4","Meal Plan 1","1","Room_Type 2","232","Online","0","0","0","100.75","1","43441","Canceled"
"BID09500","1","0","1","0","Meal Plan 1","0","Room_Type 1","0","Online","0","0","0","91","1","42989","Not_Canceled"
"BID11810","1","0","0","5","Meal Plan 1","0","Room_Type 1","104","Online","0","0","0","74.8","0","11/22/2018","Canceled"
"BID25749","2","0","2","3","Meal Plan 1","0","Room_Type 1","292","Online","0","0","0","91.79","0","12/30/2018","Canceled"
"BID26939","2","0","1","0","Meal Plan 1","0","Room_Type 1","50","Online","0","0","0","96.3","0","43163","Canceled"
"BID18819","2","0","2","3","Meal Plan 1","0","Room_Type 1","52","Online","0","0","0","126.9","0","5/14/2018","Not_Canceled"
"BID29785","2","0","0","2","Not Selected","0","Room_Type 1","66","Online","0","0","0","87.3","2","43140","Not_Canceled"
"BID21010","2","0","1","2","Meal Plan 1","0","Room_Type 4","43","Online","0","0","0","140.4","0","43379","Canceled"
"BID20092","2","0","2","2","Meal Plan 1","0","Room_Type 1","33","Offline","0","0","0","55","0","12/26/2017","Not_Canceled"
"BID11009","2","1","1","0","Meal Plan 1","0","Room_Type 1","8","Online","0","0","0","112","2","8/28/2018","Not_Canceled"
"BID18392","2","0","1","2","Meal Plan 1","0","Room_Type 1","69","Online","0","0","0","111.9","0","6/27/2018","Canceled"
"BID21252","3","0","2","5","Meal Plan 1","0","Room_Type 4","206","Online","0","0","0","127.47","1","43349","Canceled"
"BID05872","1","0","0","4","Meal Plan 1","0","Room_Type 1","17","Online","0","0","0","63.37","0","1/13/2018","Not_Canceled"
"BID23797","2","0","1","2","Meal Plan 1","0","Room_Type 1","267","Offline","0","0","0","95","0","9/30/2018","Canceled"
"BID26563","2","0","0","1","Meal Plan 1","0","Room_Type 1","8","Offline","0","0","0","130","0","43231","Not_Canceled"
"BID19750","2","0","1","4","Meal Plan 1","0","Room_Type 1","148","Online","0","0","0","96.3","0","8/22/2018","Canceled"
"BID11570","2","2","0","3","Meal Plan 1","1","Room_Type 6","147","Online","0","0","0","174","1","3/24/2018","Not_Canceled"
"BID27014","2","0","1","0","Not Selected","0","Room_Type 1","49","Online","0","0","0","93.15","0","43411","Canceled"
"BID00596","3","0","1","4","Meal Plan 1","0","Room_Type 4","84","Online","0","0","0","170.1","2","6/15/2018","Not_Canceled"
"BID11435","1","0","0","1","Meal Plan 1","0","Room_Type 1","1","Corporate","1","0","19","65","1","43224","Not_Canceled"
"BID03891","1","0","1","0","Meal Plan 1","0","Room_Type 1","6","Corporate","0","0","0","65","0","43320","Canceled"
"BID23489","2","0","2","2","Meal Plan 1","0","Room_Type 1","117","Offline","0","0","0","110","1","43226","Not_Canceled"
"BID04031","2","0","0","3","Not Selected","0","Room_Type 1","20","Online","0","0","0","81.3","0","43293","Not_Canceled"
"BID23660","2","0","1","2","Meal Plan 2","0","Room_Type 1","309","Offline","0","0","0","101","0","5/13/2018","Canceled"
"BID20403","1","0","0","1","Meal Plan 1","0","Room_Type 1","6","Offline","0","0","0","62","0","3/15/2018","Not_Canceled"
"BID21286","2","0","1","2","Meal Plan 1","0","Room_Type 1","280","Offline","0","0","0","110","0","9/19/2018","Canceled"
"BID28239","2","0","2","3","Meal Plan 1","0","Room_Type 4","14","Online","0","0","0","140","0","3/31/2018","Not_Canceled"
"BID19755","1","0","2","5","Meal Plan 1","0","Room_Type 1","1","Aviation","0","0","0","110","0","43140","Not_Canceled"
"BID26064","3","0","0","2","Meal Plan 1","0","Room_Type 4","4","Online","0","0","0","133","1","43192","Not_Canceled"
"BID28894","2","0","0","4","Meal Plan 1","0","Room_Type 1","270","Offline","0","0","0","62.8","0","4/20/2018","Canceled"
"BID04418","2","0","1","3","Meal Plan 1","0","Room_Type 1","210","Offline","0","0","0","72.75","0","42957","Not_Canceled"
"BID20383","2","0","2","2","Not Selected","0","Room_Type 1","208","Online","0","0","0","80.75","0","7/30/2018","Canceled"
"BID14718","2","0","0","2","Meal Plan 1","0","Room_Type 1","112","Offline","0","0","0","100","0","43137","Canceled"
"BID08214","1","0","0","3","Meal Plan 1","0","Room_Type 2","11","Offline","0","0","0","31","0","3/16/2018","Not_Canceled"
"BID23189","2","0","0","2","Meal Plan 2","0","Room_Type 1","39","Offline","0","0","0","101.5","0","8/14/2017","Not_Canceled"
"BID26564","2","0","0","3","Meal Plan 1","0","Room_Type 1","9","Online","0","0","0","81","1","8/19/2017","Not_Canceled"
"BID08456","2","0","2","0","Meal Plan 1","0","Room_Type 1","175","Online","0","0","0","126.9","0","9/18/2018","Canceled"
"BID09050","2","0","1","2","Not Selected","0","Room_Type 1","243","Online","0","0","0","104.4","0","43352","Canceled"
"BID27050","1","0","1","2","Meal Plan 1","0","Room_Type 5","11","Offline","0","0","0","174.33","0","7/18/2018","Not_Canceled"
"BID30145","2","0","0","1","Meal Plan 1","0","Room_Type 1","0","Corporate","0","0","0","75","0","7/22/2018","Canceled"
"BID12531","2","1","2","4","Meal Plan 1","0","Room_Type 1","76","Online","0","0","0","135","1","43444","Canceled"
"BID27311","1","0","0","1","Meal Plan 1","0","Room_Type 5","2","Offline","0","0","0","90","0","43050","Not_Canceled"
"BID06496","2","0","0","2","Not Selected","0","Room_Type 1","72","Online","0","0","0","108","1","10/18/2018","Canceled"
"BID31680","3","0","1","3","Meal Plan 1","0","Room_Type 4","85","Online","0","0","0","143.23","0","4/28/2018","Canceled"
"BID07839","2","0","0","1","Not Selected","0","Room_Type 1","182","Online","0","0","0","98.1","0","43444","Canceled"
"BID31895","1","0","0","1","Meal Plan 1","0","Room_Type 1","14","Online","0","0","0","152","2","43415","Not_Canceled"
"BID20155","2","0","0","2","Meal Plan 1","0","Room_Type 4","1","Online","0","0","0","176","1","5/26/2018","Not_Canceled"
"BID00031","2","0","1","1","Meal Plan 1","0","Room_Type 4","3","Online","0","0","0","177.5","1","9/19/2017","Not_Canceled"
"BID09368","1","0","1","5","Meal Plan 1","0","Room_Type 1","77","Online","0","0","0","69.84","1","43314","Not_Canceled"
"BID35790","2","0","2","2","Meal Plan 1","0","Room_Type 4","12","Online","0","0","0","136","0","43440","Canceled"
"BID04616","2","0","2","1","Meal Plan 1","0","Room_Type 1","100","Online","0","0","0","72.25","2","43081","Not_Canceled"
"BID01233","1","0","0","2","Meal Plan 1","0","Room_Type 1","10","Online","0","0","0","103","2","11/15/2018","Not_Canceled"
"BID29457","2","0","0","5","Meal Plan 1","0","Room_Type 1","63","Online","0","0","0","72.25","3","10/27/2017","Not_Canceled"
"BID24303","2","0","2","3","Meal Plan 1","0","Room_Type 1","17","Online","0","0","0","75.4","1","43445","Not_Canceled"
"BID27617","2","0","0","1","Meal Plan 2","0","Room_Type 1","55","Offline","0","0","0","104","0","43255","Not_Canceled"
"BID34423","2","0","1","3","Not Selected","0","Room_Type 1","94","Online","0","0","0","79.2","1","43170","Not_Canceled"
"BID22392","2","0","1","1","Not Selected","0","Room_Type 1","3","Online","0","0","0","89","0","3/21/2018","Not_Canceled"
"BID35827","2","0","1","3","Meal Plan 1","0","Room_Type 4","71","Online","0","0","0","149.4","2","9/19/2018","Not_Canceled"
"BID09894","2","0","2","2","Not Selected","0","Room_Type 1","128","Online","0","0","0","80.75","1","6/26/2018","Not_Canceled"
"BID01872","2","0","1","1","Meal Plan 1","0","Room_Type 1","33","Corporate","0","0","0","62","0","1/25/2018","Canceled"
"BID29897","2","0","2","1","Not Selected","0","Room_Type 1","1","Online","0","0","0","109","0","4/23/2018","Not_Canceled"
"BID23609","2","0","0","2","Meal Plan 2","0","Room_Type 1","346","Offline","0","0","0","115","1","9/13/2018","Canceled"
"BID29059","2","0","2","2","Not Selected","0","Room_Type 1","13","Online","0","0","0","85.85","0","43445","Not_Canceled"
"BID02079","2","0","1","1","Meal Plan 1","0","Room_Type 1","190","Offline","0","0","0","70","1","43347","Not_Canceled"
"BID32334","2","0","0","4","Meal Plan 1","0","Room_Type 1","7","Offline","0","0","0","85","0","7/26/2018","Not_Canceled"
"BID00050","1","0","1","3","Meal Plan 1","0","Room_Type 4","7","Online","0","0","0","125.8","2","12/29/2018","Not_Canceled"
"BID20734","2","0","2","2","Not Selected","0","Room_Type 1","198","Online","0","0","0","62.18","1","7/31/2018","Not_Canceled"
"BID23700","2","0","2","2","Meal Plan 1","0","Room_Type 1","44","Offline","0","0","0","85.5","0","9/18/2018","Not_Canceled"
"BID08856","2","0","2","2","Meal Plan 1","0","Room_Type 1","7","Online","0","0","0","89.89","0","43143","Not_Canceled"
"BID00634","2","0","0","2","Meal Plan 1","1","Room_Type 4","107","Online","0","0","0","142.2","0","8/25/2018","Not_Canceled"
"BID10405","1","0","0","1","Not Selected","0","Room_Type 1","0","Online","0","0","0","89","0","43162","Not_Canceled"
"BID18700","2","0","2","0","Not Selected","0","Room_Type 1","35","Online","0","0","0","99","3","9/25/2018","Not_Canceled"
"BID29289","1","0","0","2","Meal Plan 1","0","Room_Type 1","14","Offline","0","0","0","100","0","10/15/2017","Not_Canceled"
"BID23218","1","0","0","3","Meal Plan 1","0","Room_Type 1","71","Offline","0","0","0","120","0","6/14/2018","Not_Canceled"
"BID08841","2","0","2","5","Meal Plan 1","0","Room_Type 1","57","Online","0","0","0","72.47","0","12/25/2017","Not_Canceled"
"BID18495","2","0","0","3","Meal Plan 1","0","Room_Type 1","7","Offline","0","0","0","144","0","43225","Not_Canceled"
"BID16860","2","0","0","1","Meal Plan 1","0","Room_Type 2","194","Online","0","0","0","86.75","0","7/15/2018","Canceled"
"BID24702","2","1","0","1","Meal Plan 1","0","Room_Type 1","205","Online","0","0","0","143.1","0","43260","Canceled"
