"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89" "V90" "V91" "V92" "V93" "V94" "V95" "V96" "V97" "V98" "V99" "V100"
"129" 1 0 0 1 NA 1 1 1 0 0 0 1 1 0 0 1 0 0 0 1 0 1 1 1 0 0 1 0 1 0 1 1 0 0 NA 1 0 0 1 1 1 1 0 0 NA 0 1 1 0 NA 1 0 0 0 1 1 1 0 0 0 0 1 0 0 1 0 1 0 1 0 0 NA 0 1 0 0 1 0 NA 1 NA 1 1 0 1 0 0 1 0 1 1 0 0 0 1 1 1 0 NA 1
"130" 0 0 1 0 0 1 0 1 1 1 0 0 0 1 1 1 0 0 0 1 1 0 0 1 0 0 1 1 0 1 1 0 0 1 1 0 0 1 1 1 0 1 0 1 1 1 1 0 1 1 1 0 0 0 0 1 1 1 0 0 1 0 1 1 0 0 1 1 0 1 1 1 0 1 0 1 1 0 1 0 0 1 0 0 0 1 0 0 1 1 0 0 1 1 1 0 0 1 0 0
"131" 0 NA 0 1 1 0 1 1 1 0 1 0 0 1 0 1 0 0 1 1 1 1 1 1 1 1 1 0 0 1 0 1 1 1 1 1 0 1 1 1 0 0 0 0 1 0 0 0 1 1 0 0 1 1 1 0 1 1 1 0 0 1 1 1 1 1 0 0 1 1 NA 0 NA 0 0 NA 0 0 0 0 0 1 0 0 1 1 1 1 1 1 0 1 0 0 1 1 0 1 NA 1
"132" 0 1 0 1 0 1 1 0 1 1 0 0 1 1 1 0 0 0 1 1 1 0 1 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 1 1 1 1 0 0 0 0 1 0 0 1 1 0 0 0 0 1 1 0 0 0 0 1 0 0 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 1 1 1 0 1 0 0 1 0 1 1 1 1 0 1 1 1 0 0 1
"133" 0 0 0 0 1 1 1 1 1 0 1 1 0 0 0 0 0 1 1 1 0 1 0 0 1 1 0 1 1 1 0 1 1 0 0 1 0 1 1 1 0 0 0 0 0 0 0 1 0 1 1 1 1 1 0 0 1 0 1 0 0 0 1 0 0 1 0 0 0 1 0 0 0 1 1 NA 0 0 0 0 1 0 0 1 1 1 1 1 0 0 1 1 0 0 1 NA 1 1 0 0
"134" 1 0 NA 1 1 0 1 0 0 0 0 0 1 1 1 0 0 1 1 0 1 1 1 0 0 1 1 0 0 1 0 1 0 0 0 0 0 0 0 1 0 1 1 1 0 0 0 0 0 0 0 1 1 0 NA NA 0 1 1 0 1 1 0 0 1 0 1 0 1 1 0 0 1 1 1 1 0 1 1 0 1 1 0 0 1 1 0 1 1 1 0 1 1 0 1 1 0 1 1 1
"135" 0 1 0 1 1 1 1 1 1 0 0 1 0 1 0 0 1 0 1 0 0 0 1 1 1 0 1 0 1 0 0 NA 0 0 1 0 1 1 0 0 0 1 1 1 1 1 1 1 0 1 1 1 1 1 0 0 0 1 0 1 NA 0 0 0 1 1 0 0 1 0 0 0 0 0 1 0 NA 0 1 0 0 1 0 0 1 0 1 1 1 0 0 1 1 0 1 0 0 1 0 1
"136" 1 0 1 1 1 1 0 1 1 0 NA 0 NA 1 0 0 1 0 1 0 1 1 0 0 1 1 1 1 1 NA 1 1 0 1 0 0 1 0 0 0 0 1 0 0 0 1 1 1 0 1 0 NA 0 1 0 0 0 1 1 1 1 0 0 1 1 0 0 1 NA 0 0 0 1 1 1 0 1 1 1 1 0 0 1 1 1 0 1 1 1 0 0 1 1 1 1 0 0 0 1 NA
"137" 1 1 0 1 1 1 0 0 1 1 0 1 NA 1 1 1 0 0 1 1 0 NA 0 1 0 0 1 0 1 1 1 0 0 0 1 0 1 0 1 1 0 NA 1 1 1 1 1 0 1 0 0 0 1 1 0 1 1 0 1 1 1 0 1 1 0 0 1 1 0 0 1 0 1 1 0 1 0 0 1 1 0 1 0 0 0 1 0 1 1 0 0 1 1 1 0 0 0 1 0 1
"138" 1 1 1 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 0 1 1 0 0 0 1 0 1 1 1 1 0 0 0 1 1 0 0 1 1 1 0 1 1 1 1 0 1 0 1 0 1 0 1 0 0 0 1 1 1 1 0 0 0 1 0 0 1 1 1 1 1 0 0 1 1 1 1 0 1 1 1 1 1 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 1
"139" 1 NA 1 1 1 1 0 1 1 1 0 1 1 0 1 0 0 1 0 1 1 1 0 1 0 1 1 0 1 1 0 0 0 1 1 0 1 1 1 1 0 1 1 1 1 0 1 0 1 1 1 1 0 1 0 1 1 0 0 0 1 1 1 1 0 0 1 0 1 0 1 1 0 1 0 1 1 0 1 0 1 1 0 0 0 1 1 1 0 1 1 NA 1 NA 0 0 0 1 0 1
"140" 0 1 1 0 1 0 1 1 1 0 0 1 0 1 0 1 0 1 1 1 1 1 0 1 1 0 0 0 1 1 0 0 1 1 1 NA 1 1 0 1 0 1 0 NA 0 0 1 0 1 1 0 1 1 1 NA 0 NA 1 1 1 0 1 1 1 0 1 0 1 0 1 1 1 0 0 1 1 1 0 0 0 1 0 0 0 1 1 0 1 0 1 1 1 0 0 1 1 0 0 0 1
"141" NA 0 1 NA 1 0 1 1 0 1 NA 0 0 0 0 0 1 NA 1 1 1 0 1 0 1 0 0 1 0 1 1 1 0 0 1 0 1 1 0 1 NA 1 NA 1 0 0 NA 1 0 0 0 1 1 NA 0 1 0 1 1 0 0 0 0 1 1 1 0 1 NA 1 1 1 0 0 1 0 1 0 1 1 0 0 0 0 0 0 0 0 1 0 0 1 1 1 1 0 0 0 1 1
"142" 0 0 0 1 1 0 0 0 1 0 1 0 NA 1 0 1 0 0 1 1 1 1 0 1 1 0 0 0 0 1 0 1 1 0 1 0 0 1 1 1 0 0 0 0 1 0 0 1 0 0 0 0 1 1 0 1 1 1 1 NA 0 1 0 0 1 1 0 1 0 0 1 0 0 0 0 1 0 0 0 0 1 0 1 0 1 1 1 1 0 0 0 1 0 1 1 1 1 1 0 0
"143" 1 0 1 1 0 1 0 1 1 1 0 0 1 0 1 0 0 1 0 1 1 1 1 1 0 0 1 1 1 1 1 NA 0 1 0 0 1 1 1 1 0 1 1 1 1 0 1 0 0 0 1 0 0 0 0 0 1 NA 1 0 1 0 1 NA 0 1 1 0 1 1 1 0 0 1 0 0 0 0 1 1 0 1 0 0 0 0 0 1 1 0 1 NA NA 0 1 0 1 1 0 1
"144" 0 1 0 0 1 1 0 NA 0 0 0 1 1 1 0 1 0 0 1 0 1 1 0 1 1 0 0 0 0 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 1 1 1 1 0 1 0 0 0 1 1 0 1 1 1 1 0 1 1 1 0 1 0 1 0 0 0 0 0 1 0 1 0 1 0 0 1 0 0 0 1 0 1 0 1 0 1 1 0 0 1 0 0 1 0 1
"145" 0 1 0 1 0 1 NA 0 1 1 0 0 1 1 0 0 0 1 0 1 1 0 0 1 0 1 1 1 1 0 NA 1 0 1 0 0 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 0 0 1 NA 1 0 0 1 0 1 0 NA 0 0 1 0 1 1 1 1 1 1 1 0 1 1 NA 1 NA
"146" 0 0 NA 1 1 0 1 1 0 0 1 0 1 1 1 0 NA 1 0 0 1 1 1 0 1 0 1 0 0 1 0 0 0 0 0 0 1 0 1 NA 0 0 1 1 0 0 0 0 0 1 1 1 1 1 1 0 0 1 0 1 1 1 0 0 1 0 1 1 0 1 0 0 NA 0 1 0 0 NA 1 0 1 0 1 0 1 1 1 1 0 1 1 0 1 0 1 NA 0 1 0 1
"147" 0 0 1 1 1 1 0 0 1 1 0 0 0 0 1 0 0 1 1 1 1 1 0 0 1 0 0 1 1 1 0 0 0 0 1 NA 1 1 0 1 0 1 0 NA 1 0 1 0 1 0 1 0 0 1 1 0 1 1 NA 0 1 1 0 1 0 0 1 1 1 1 1 1 0 1 0 1 0 0 1 NA 0 1 0 0 0 0 0 1 1 1 1 1 1 1 0 0 0 1 0 1
"148" 1 0 1 1 0 1 1 1 0 1 0 0 0 0 1 1 0 0 0 1 0 0 1 0 0 1 1 0 0 0 1 1 0 0 1 1 1 0 0 1 1 1 1 0 0 1 1 1 0 1 1 0 0 1 0 0 1 1 0 0 0 1 0 0 1 1 1 0 1 0 0 0 1 1 0 1 0 0 0 0 1 1 1 0 1 0 0 1 1 1 1 0 1 0 1 1 1 1 0 1
"149" 1 1 1 1 0 0 1 1 0 0 1 0 1 1 0 0 0 1 0 0 1 1 1 0 0 1 1 0 NA 1 1 0 0 0 0 1 1 0 1 0 NA 0 0 1 0 0 1 0 0 0 1 1 1 0 1 0 1 1 0 1 1 0 0 0 1 1 1 0 0 1 0 0 0 0 1 0 1 1 1 1 0 0 1 0 1 1 1 0 0 1 1 1 1 0 1 1 1 1 1 0
"150" 0 1 1 1 1 1 0 0 1 1 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 NA 1 1 1 1 1 1 0 1 0 0 0 1 0 1 0 1 1 0 0 0 1 0 NA 1 1 1 1 0 0 1 1 1 NA 0 0 1 NA 1 0 1 1 1 NA 0 1 0 1 1 0 1 1 0 1 0 1 1 1 0 0 1 1 0 1 1 0 1 0 0 0 0 0 1 0 1
"151" 0 0 0 1 1 0 1 1 1 0 0 1 0 0 0 1 0 1 1 NA 0 1 0 0 1 1 1 1 0 1 1 1 1 0 1 0 1 1 NA 1 1 1 NA 0 1 0 0 1 0 0 1 1 0 1 0 0 1 1 1 1 0 1 1 0 1 1 0 1 1 1 1 1 0 0 0 1 1 1 0 0 1 0 0 0 1 1 1 1 0 1 1 1 NA 0 1 1 1 0 0 1
"152" 1 0 1 0 0 1 0 0 1 1 0 0 1 1 1 0 0 0 0 1 1 NA 0 1 1 NA 1 1 1 1 1 NA 0 NA 0 0 0 1 1 1 0 0 0 1 1 0 1 0 0 0 1 0 0 1 0 1 0 1 1 0 1 1 0 1 0 1 1 1 0 NA 0 0 0 1 0 1 0 0 1 1 0 1 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 1 0 1
"153" 1 1 0 1 1 1 1 1 1 0 0 0 0 0 1 0 1 0 0 1 0 1 1 0 0 0 1 0 0 0 1 1 0 0 0 1 0 0 1 1 1 0 0 1 1 1 1 1 0 1 1 0 0 0 1 0 1 0 0 1 NA 1 NA 0 0 1 1 1 0 0 1 0 1 0 0 0 0 0 0 1 1 0 1 0 1 0 0 1 1 1 0 0 1 0 1 1 1 1 0 0
"154" 0 1 0 0 1 1 0 1 1 0 0 1 0 1 1 1 0 1 0 1 0 1 0 1 1 0 NA 0 1 NA 1 0 0 1 1 0 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 0 1 1 0 1 1 1 1 NA 1 0 NA 1 0 0 1 0 1 0 1 1 0 1 0 1 1 0 1 0 0 1 1 0 0 1 0 0 1 0 0 1 0 1 0 0 1 1 0 1
"155" 0 0 1 0 1 1 1 1 1 1 0 0 0 0 1 0 1 0 1 1 1 0 0 0 1 0 0 1 0 1 0 1 0 0 1 0 1 1 0 0 0 1 0 1 1 1 1 0 0 NA 0 1 0 1 1 1 0 1 0 0 1 0 0 1 0 1 0 0 0 0 1 0 0 0 NA 0 1 0 1 NA 0 0 0 0 1 0 NA 1 1 0 0 1 1 1 1 1 0 1 1 1
"156" 1 1 0 1 0 1 1 1 1 1 0 0 1 1 1 1 0 0 1 1 0 1 1 1 1 0 1 NA 1 0 1 1 0 1 0 1 0 1 1 0 1 0 0 1 1 1 1 NA NA 1 1 0 0 0 NA 1 1 1 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 1 0 1 1 0 1 0 1 0 1 0 1 1 1 1 1 0 NA NA 1 1 1 1 NA 0
"157" 0 0 0 1 1 0 1 1 1 0 0 0 0 0 NA 1 0 0 1 1 0 0 1 1 0 0 1 0 1 0 1 0 0 0 0 1 1 NA 1 1 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 1 1 0 0 0 0 0 1 0 0 1 0 0 1 1 1 0 1 0 1 0 NA 1 1 1 1 NA 1 0 1 1 1 1 0 1
"158" 1 1 1 0 0 1 0 1 1 NA 0 0 0 1 1 1 1 1 0 1 0 1 0 1 0 1 1 NA 1 0 0 0 0 1 NA NA 0 1 0 1 0 1 1 0 1 0 1 0 0 1 0 0 0 1 0 0 1 0 NA 1 0 0 1 1 0 1 1 1 1 0 0 0 0 1 0 1 1 0 1 0 1 1 0 0 0 1 0 1 1 1 1 1 0 0 NA 0 1 1 0 1
"159" 1 1 1 0 0 1 0 1 1 0 NA 0 1 1 1 0 0 1 NA 1 1 0 0 0 0 0 NA 1 1 1 0 0 0 NA 0 0 0 0 0 1 0 1 0 1 1 0 1 0 1 0 1 0 0 1 0 1 1 1 1 0 1 0 1 1 0 1 0 1 0 0 1 1 1 1 0 1 0 0 1 0 0 1 1 0 0 1 1 0 NA 0 0 0 1 0 0 0 1 1 0 1
"160" 1 1 1 1 1 0 0 1 0 0 1 0 0 0 1 0 0 1 1 0 1 1 1 0 0 1 1 0 0 1 0 0 1 0 0 0 1 0 1 1 0 1 1 1 0 0 0 1 0 0 0 0 1 0 1 0 1 1 0 0 1 0 1 0 1 0 1 0 1 1 0 1 0 0 0 1 0 1 1 0 1 0 0 0 1 1 1 0 0 1 1 0 0 0 1 1 1 1 1 1
"161" 0 0 1 0 0 1 1 1 0 1 0 0 0 1 0 1 1 NA 1 0 NA 0 0 1 1 1 1 1 0 1 0 1 0 0 1 0 1 1 0 0 0 1 1 1 1 1 1 0 0 1 1 1 0 1 0 1 1 0 1 1 0 0 0 1 1 1 0 1 1 0 1 0 0 0 1 1 1 0 0 0 0 1 NA 0 1 0 0 1 1 1 0 1 1 1 NA 1 0 1 1 NA
"162" 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 0 0 1 1 0 0 1 0 1 0 1 0 0 0 1 1 1 0 1 1 1 0 0 1 0 1 1 1 0 0 1 0 0 1 0 0 1 1 0 0 0 0 0 0 1 1 1 0 0 0 0 1 1 1 0 1 0 0 1 0 1 1 1 0 1 1 0 1 0 1 1 1 1 0 1 0 1 0 0 0
"163" 0 1 1 0 0 1 1 0 0 1 0 0 1 0 0 0 1 0 1 0 1 1 0 1 1 0 0 1 1 NA 0 1 0 0 1 0 1 NA 0 0 1 1 0 0 0 1 1 0 0 1 0 1 1 1 1 0 NA 1 1 0 0 0 0 1 0 1 0 1 0 1 1 0 0 0 1 0 0 1 1 0 0 0 1 1 1 0 1 1 1 1 0 1 1 1 1 0 0 1 1 1
"164" 1 0 0 1 1 NA 1 1 0 0 0 0 1 1 1 0 1 1 0 0 1 1 1 0 0 0 NA 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 0 1 1 1 1 0 0 1 0 1 1 0 1 0 1 1 0 1 1 0 1 1 0 1 0 0 0 1 0 0 1 0 1 0 0 1 1 0 1 0 1 0 1 1 1 1 0 1 1 1 1 0 1 1 1 1 0 1
"165" 1 1 1 1 1 0 0 1 1 1 0 0 0 1 1 0 0 NA 1 1 1 0 0 0 0 0 1 1 1 1 1 0 0 0 1 0 0 1 1 1 0 1 0 1 1 1 1 0 NA 0 1 0 0 0 0 0 1 1 1 1 1 0 0 1 0 0 1 0 1 1 1 0 0 1 0 1 0 0 1 0 1 1 0 0 0 1 0 1 0 1 1 0 0 1 0 0 1 1 0 NA
"166" 0 0 0 1 1 0 1 1 1 0 0 0 0 1 1 1 0 0 1 1 1 1 0 1 0 1 0 0 1 0 0 1 1 0 0 1 0 1 1 1 0 0 0 0 1 0 1 0 1 0 1 1 1 0 1 0 1 1 1 0 0 1 1 0 0 1 0 0 1 1 0 1 1 0 1 1 0 1 0 0 1 0 0 0 1 1 0 1 0 1 1 1 0 0 1 1 0 1 0 0
"167" 1 0 1 1 1 0 1 1 0 0 1 0 1 1 0 0 1 1 1 0 1 1 1 1 0 1 1 0 1 1 0 1 1 0 1 0 0 0 0 1 0 0 0 1 0 0 1 1 0 1 0 0 1 1 1 0 1 1 0 0 1 1 0 1 1 1 0 1 1 0 0 0 1 1 0 1 1 0 1 1 1 0 0 0 0 1 1 0 1 1 1 0 1 0 1 1 0 NA 0 1
"168" 0 1 0 1 1 1 0 1 1 1 0 0 NA 1 1 0 0 1 0 1 0 0 1 1 0 0 1 1 1 0 1 1 NA 0 1 0 0 0 1 1 0 1 NA 1 1 0 1 0 1 1 1 0 0 0 1 NA 1 1 1 0 1 1 1 1 0 NA 1 1 NA 0 1 0 0 NA 0 1 1 0 1 0 1 0 0 0 0 1 0 1 1 1 0 1 0 1 0 0 NA 1 0 1
"169" 0 0 1 0 1 0 1 1 0 0 0 0 1 1 1 0 0 1 1 0 1 0 0 1 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 1 1 1 0 0 1 0 0 0 1 1 0 1 0 0 1 0 0 1 1 0 1 1 0 1 0 0 1 0 0 1 1 1 1 0 1 1 0 1 1 0 0 1 1 1 0 0 1 1 0 1 0 1 1 1 1 1 1
"170" 0 1 0 0 1 1 0 0 0 1 0 1 1 1 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 1 0 1 1 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 1 1 0 1 1 0 1 1 1 0 1 1 1 1 0 1 0 1 0 1 0 1 NA 0 1 1 1 0 0 0 0 0 0 1 1 0 1 1 1 1 1 1 0 0 1 1 0 0 NA 1
"171" 0 1 0 1 1 1 1 1 0 1 NA NA 0 NA 1 1 1 0 1 0 NA 1 1 0 0 0 1 0 1 0 NA 0 0 0 0 1 1 0 1 1 1 1 0 0 0 0 0 0 0 1 NA 0 0 1 0 0 1 1 0 0 0 1 0 0 0 0 0 1 NA 0 0 1 0 1 0 0 0 0 0 0 0 1 1 1 1 0 0 NA NA 1 1 0 0 0 1 0 1 0 0 0
"172" 1 0 0 1 1 1 1 1 1 1 NA 0 0 1 0 1 NA NA 0 1 0 1 1 1 0 0 1 0 1 1 1 1 0 0 1 1 0 0 1 1 1 1 NA 1 1 1 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 1 1 1 1 0 0 0 1 0 NA 0 1 0 0 0 1 1 1 NA NA 1 0 0 0 1 1 1 0 0 0 1 1 0 0 0 0
"173" 1 1 0 1 1 0 1 0 0 0 0 0 1 1 1 0 0 0 0 0 1 1 1 0 1 0 1 0 0 1 0 0 1 0 0 0 1 0 1 1 0 1 1 1 0 0 1 0 0 0 0 1 1 1 1 0 1 1 0 0 1 0 1 0 1 1 1 1 0 1 1 0 1 0 0 1 1 0 0 1 0 1 0 0 1 1 1 0 0 1 0 1 1 0 1 1 0 1 1 1
"174" 0 0 1 0 1 1 1 1 0 1 1 1 0 0 0 0 NA 1 1 1 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 NA 1 0 0 1 1 1 0 0 0 1 1 1 1 0 1 1 1 0 NA 0 1 1 0 1 0 0 1 0 1 0 1 1 1 0 0 0 NA 1 0 0 0 1 1 0 1 1 0 1 0 1 1 1 0 0 1 1 1 1 0 0 0 1 1
"175" 0 1 0 1 1 1 1 1 1 0 0 0 0 0 1 0 0 0 0 1 1 0 1 0 1 0 1 0 1 NA NA 0 0 1 1 1 0 0 1 1 1 1 0 1 1 0 1 0 0 0 1 0 0 0 1 1 1 1 0 0 0 1 0 0 1 0 1 0 0 1 1 1 0 1 0 0 0 1 NA 0 1 1 1 1 1 0 0 1 0 1 1 0 0 0 1 1 0 1 0 1
"176" 1 1 1 1 0 1 0 1 1 1 0 0 0 0 1 1 0 1 0 1 1 1 1 1 0 0 1 1 1 1 0 0 0 1 1 0 1 1 0 1 0 1 1 1 1 1 1 0 0 1 1 1 1 1 0 1 1 1 0 0 1 0 1 1 0 0 1 1 0 1 1 0 1 1 1 1 0 0 1 0 0 1 0 0 0 0 0 1 0 0 1 0 1 0 1 0 1 1 0 1
"177" 0 1 0 1 1 0 0 0 1 0 0 1 0 1 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 1 1 1 0 0 1 0 1 0 1 0 1 0 0 1 0 1 1 1 0 1 1 0 1 1 1 1 0 0 0 1 1 0 1 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 1 1 0 1 1 1 0 0 1 1 0 1 0 1
"178" 0 1 0 1 1 0 1 1 0 0 0 0 1 1 1 0 1 1 0 0 1 0 1 0 0 1 1 0 0 1 0 0 1 NA 0 0 0 0 1 1 1 1 0 1 0 0 1 0 0 1 0 NA 1 1 1 0 1 1 0 1 1 0 1 1 1 1 1 0 0 1 0 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 0 0 1 0 1 1 0 1 0 1
"179" 0 1 0 1 0 1 0 0 1 1 0 0 1 1 1 1 1 0 0 1 1 0 0 1 1 0 0 1 1 1 1 1 0 0 0 0 0 1 1 1 0 1 1 0 1 0 1 0 0 1 0 0 0 1 0 1 1 1 1 1 1 1 1 1 0 0 1 0 1 0 1 1 0 1 0 1 0 1 1 1 1 1 0 0 0 1 0 0 0 1 1 0 1 0 0 0 1 1 0 1
"180" 0 0 0 1 0 1 1 1 1 NA 0 1 0 1 0 0 0 0 1 1 1 0 0 0 1 1 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 1 1 1 1 1 1 NA 1 0 0 1 1 1 0 0 0 1 1 1 0 0 0 1 1 1 0 1 1 1 0 0 0 1 1 NA 1 0 1 1 0 0 1 0 0 0 0 1 1 NA 0 1 1 1 1 0 0 1 1 1
"181" 0 NA NA 0 1 0 1 1 1 0 0 1 0 1 1 1 0 1 1 0 0 1 0 0 1 1 0 0 0 1 0 1 1 0 1 0 0 1 NA 0 0 0 1 0 0 0 0 0 0 0 1 1 1 1 1 0 1 0 1 0 0 1 1 1 0 1 0 0 1 1 0 1 0 0 1 1 0 1 0 0 0 0 0 0 1 NA 0 1 1 1 0 1 0 1 1 1 0 1 1 0
"182" 0 1 1 1 0 1 1 1 1 1 1 0 NA 1 1 0 1 NA 0 1 1 0 1 0 1 0 1 0 1 0 1 1 0 1 0 1 0 0 1 0 0 0 0 0 0 1 1 1 0 1 1 0 0 0 1 0 1 1 0 NA 0 1 0 0 1 1 1 1 0 0 1 1 0 NA 1 1 0 NA 1 1 1 1 1 0 1 0 0 1 0 1 1 0 0 1 0 0 1 0 1 1
"183" 1 0 0 1 0 0 0 0 1 0 0 0 1 0 1 0 0 1 0 0 1 0 NA 0 0 0 1 NA 1 1 1 0 0 1 1 0 1 0 1 1 1 1 1 1 0 1 1 0 1 1 1 0 1 1 0 0 1 1 1 NA 1 1 0 1 0 1 1 1 NA 0 1 1 0 1 0 1 0 0 1 0 1 1 0 1 0 NA 1 1 1 0 1 0 1 0 0 0 1 1 0 1
"184" NA 1 0 1 1 0 1 NA 1 1 1 0 1 1 1 1 0 0 0 1 1 1 1 0 0 0 1 1 0 0 1 1 0 1 1 1 1 1 1 0 1 0 1 0 0 1 1 1 0 0 1 0 0 0 1 0 1 1 0 0 0 1 0 0 0 1 1 1 0 0 0 1 0 1 1 1 0 1 0 0 1 1 1 0 1 0 0 0 1 1 1 1 NA 0 1 1 1 1 0 1
"185" 1 0 0 1 0 1 0 0 1 0 0 0 0 1 1 1 0 1 0 1 1 0 0 0 0 0 1 1 1 1 1 0 0 1 0 0 1 1 1 1 0 1 0 1 0 0 1 0 1 1 1 NA 1 1 0 1 1 1 1 1 NA 1 1 NA 0 1 1 1 1 0 1 0 0 1 NA 1 0 0 1 0 1 1 1 0 0 1 1 1 0 0 0 0 1 0 NA 0 1 1 0 1
"186" 0 1 0 0 1 1 0 1 1 0 0 0 0 1 0 1 0 0 1 1 0 0 0 1 1 0 0 0 1 0 0 1 1 1 0 0 0 1 1 1 0 1 0 0 0 0 1 0 0 1 0 1 0 1 0 0 1 0 1 1 0 1 1 1 0 1 0 1 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 1 1 1 0 0 1 0 1 0 0 1 1 1 0 1 0
"187" 1 0 0 1 0 1 0 0 1 1 0 1 1 0 1 0 0 1 0 1 1 1 0 1 1 1 NA 1 1 1 0 1 0 0 1 0 0 1 0 1 1 0 0 1 0 NA 1 0 1 1 1 1 1 0 0 1 1 0 1 0 1 0 1 1 0 0 1 1 1 0 1 0 1 1 0 1 NA 0 1 0 1 1 1 0 0 0 NA 1 1 0 0 1 1 1 1 0 1 1 1 1
"188" 1 1 0 1 1 1 0 1 1 0 0 0 0 1 1 0 NA 0 0 1 1 0 0 1 0 0 1 1 1 1 1 1 0 1 1 0 1 1 1 1 0 1 1 0 NA 0 1 0 1 0 1 0 0 0 0 1 1 1 1 0 1 1 1 1 0 0 1 1 1 NA 1 0 0 1 0 1 1 0 1 0 0 1 0 0 0 1 0 1 1 1 0 0 1 0 0 0 1 1 0 1
"189" 0 0 0 0 1 0 1 NA 1 0 1 1 0 0 0 1 0 0 1 1 0 1 0 0 0 1 1 1 0 0 0 1 0 0 1 1 0 1 1 1 0 0 0 0 1 0 1 0 0 1 1 1 1 1 0 0 1 1 1 0 NA 1 1 1 0 1 0 1 0 0 1 1 0 1 1 0 0 1 0 0 1 0 0 1 1 0 1 1 1 1 0 NA 0 0 1 1 0 0 1 0
"190" 1 1 0 1 1 1 0 1 1 1 0 0 1 1 1 0 0 1 1 1 1 0 NA 1 0 0 1 1 1 1 1 0 NA 0 1 0 1 1 1 1 1 1 1 0 NA 0 1 0 1 1 1 1 0 1 NA 1 1 1 1 1 1 0 1 1 0 0 0 0 1 1 1 0 0 1 0 1 0 1 1 1 1 1 0 0 0 NA 0 1 1 0 1 1 0 0 0 0 1 1 0 1
"191" 0 1 0 1 1 1 1 1 0 1 0 0 1 1 0 0 1 0 1 0 1 1 0 NA 1 0 1 1 0 1 NA 0 0 1 1 0 1 0 NA 0 0 1 NA 1 0 0 1 0 1 1 0 0 0 NA 0 0 1 1 1 1 0 0 0 1 0 1 0 1 0 1 0 0 0 1 1 0 1 NA 0 1 1 0 0 0 1 0 0 1 1 0 0 1 0 1 1 1 0 0 0 1
"192" 1 1 0 0 1 1 1 0 1 0 0 1 1 1 0 0 0 1 1 1 1 1 0 1 1 1 0 0 0 0 0 1 1 1 1 0 1 NA 1 1 0 0 0 0 1 0 1 0 0 1 1 1 0 1 1 0 1 1 1 0 0 NA 1 1 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 1 1 1 0 0 1 1 0 1 1 0 1 1 0 0
"193" 0 1 0 1 1 1 0 0 1 0 0 1 1 0 0 1 0 NA 1 1 0 1 0 1 0 1 0 0 0 1 0 0 1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 1 1 1 0 0 1 1 1 0 1 1 1 1 0 1 0 1 1 1 0 NA 0 1 0 1 0 NA 0 1 0 0 0 0 1 0 0 1 1 NA 1 1 0 1 0 1 1 0 0 1 1 NA 1 1
